Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Number of axles,Tollplaza id,Tollplaza code,Type of Payment code,Vehicle Code
1090,Fri Jul 30 14:32:02 2021,5473358,car,2,4924,PCE3427C5,1090 Fri Jul 30,14:32:02 2021 547335
1091,Sun Aug 15 14:29:37 2021,3957882,truck,4,4571,PC2308E9E,1091 Sun Aug 15,14:29:37 2021 395788
1092,Mon Aug 16 01:54:31 2021,8548382,car,2,4528,PC1269226,1092 Mon Aug 16,01:54:31 2021 854838
1093,Wed Aug 11 05:25:52 2021,6129420,van,2,4052,PC25E70B7,1093 Wed Aug 11,05:25:52 2021 612942
1094,Sun Aug  1 15:03:18 2021,7354946,truck,4,4060,PC481C9F9,1094 Sun Aug  1,15:03:18 2021 735494
1095,Fri Jul 30 13:48:48 2021,5861176,van,2,4093,PC951FE7E,1095 Fri Jul 30,13:48:48 2021 586117
1096,Fri Jul 30 21:40:17 2021,4403522,car,2,4187,PCF8D98DC,1096 Fri Jul 30,21:40:17 2021 440352
1097,Sun Aug  8 12:15:42 2021,9369233,car,2,4603,PC485BE5B,1097 Sun Aug  8,12:15:42 2021 936923
1098,Sat Aug 21 20:07:42 2021,4774962,car,2,4223,PCA37D114,1098 Sat Aug 21,20:07:42 2021 477496
1099,Sat Jul 31 02:34:12 2021,35246,truck,4,4913,PC685427C,1099 Sat Jul 31,02:34:12 2021 35246
1100,Sat Aug 21 21:35:13 2021,3429846,truck,4,4702,PCDBC3AC9,1100 Sat Aug 21,21:35:13 2021 342984
1101,Thu Jul 29 15:59:13 2021,3115182,car,2,4058,PC3415EA4,1101 Thu Jul 29,15:59:13 2021 311518
1102,Sat Aug  7 14:39:22 2021,6829041,car,2,4151,PC0AB2B55,1102 Sat Aug  7,14:39:22 2021 682904
1103,Sat Jul 31 05:00:13 2021,1617802,car,2,4594,PC59414DA,1103 Sat Jul 31,05:00:13 2021 161780
1104,Sat Jul 31 00:58:22 2021,4312674,car,2,4601,PCC932802,1104 Sat Jul 31,00:58:22 2021 431267
1105,Wed Aug 11 22:49:56 2021,4837548,van,2,4129,PCA6127FF,1105 Wed Aug 11,22:49:56 2021 483754
1106,Thu Aug 12 21:52:53 2021,8522262,car,2,4406,PC7A54E18,1106 Thu Aug 12,21:52:53 2021 852226
1107,Thu Aug 12 13:32:19 2021,8193538,car,2,4834,PCB228987,1107 Thu Aug 12,13:32:19 2021 819353
1108,Fri Jul 30 07:35:38 2021,6403046,car,2,4517,PC9AF321D,1108 Fri Jul 30,07:35:38 2021 640304
1109,Thu Aug 12 17:13:06 2021,9448584,truck,4,4954,PCA276EBB,1109 Thu Aug 12,17:13:06 2021 944858
1110,Wed Aug 18 06:18:40 2021,6967180,car,2,4443,PCC139BD8,1110 Wed Aug 18,06:18:40 2021 696718
1111,Tue Aug  3 19:07:47 2021,7988780,car,2,4299,PCAD3B9BC,1111 Tue Aug  3,19:07:47 2021 798878
1112,Sat Aug 14 02:38:05 2021,6501560,truck,4,4867,PC5A6D86E,1112 Sat Aug 14,02:38:05 2021 650156
1113,Wed Aug 18 03:40:19 2021,8319440,car,2,4382,PCB7341F4,1113 Wed Aug 18,03:40:19 2021 831944
1114,Thu Aug 12 22:34:21 2021,9345303,truck,4,4551,PCCA5979C,1114 Thu Aug 12,22:34:21 2021 934530
1115,Thu Aug 12 01:57:00 2021,1204264,car,2,4034,PCFC754C7,1115 Thu Aug 12,01:57:00 2021 120426
1116,Sun Aug  8 05:17:17 2021,6592400,van,2,4928,PC16E79D4,1116 Sun Aug  8,05:17:17 2021 659240
1117,Thu Aug  5 17:56:53 2021,2261364,truck,4,4575,PC84D9FC1,1117 Thu Aug  5,17:56:53 2021 226136
1118,Wed Aug 18 17:07:03 2021,7401340,van,2,4310,PCC08F8BB,1118 Wed Aug 18,17:07:03 2021 740134
1119,Thu Aug 12 02:39:17 2021,5867282,car,2,4398,PCE60D320,1119 Thu Aug 12,02:39:17 2021 586728
1120,Mon Aug  2 09:15:29 2021,4332928,van,2,4525,PCF64B519,1120 Mon Aug  2,09:15:29 2021 433292
1121,Fri Aug 20 16:21:42 2021,8163804,car,2,4005,PCB3DF742,1121 Fri Aug 20,16:21:42 2021 816380
1122,Thu Aug 12 17:34:46 2021,9237586,car,2,4484,PCEF56843,1122 Thu Aug 12,17:34:46 2021 923758
1123,Tue Aug 17 12:03:52 2021,1256864,truck,4,4711,PC340B4DE,1123 Tue Aug 17,12:03:52 2021 125686
1124,Sun Aug  1 21:05:43 2021,3296269,truck,4,4372,PC1E0F3B6,1124 Sun Aug  1,21:05:43 2021 329626
1125,Mon Aug  2 09:31:08 2021,4061730,van,2,4237,PC51D1059,1125 Mon Aug  2,09:31:08 2021 406173
1126,Thu Aug 19 13:02:58 2021,2910362,truck,4,4327,PC16F59EC,1126 Thu Aug 19,13:02:58 2021 291036
1127,Tue Aug  3 15:42:40 2021,7688035,car,2,4525,PCF64B519,1127 Tue Aug  3,15:42:40 2021 768803
1128,Fri Aug 13 06:21:38 2021,7855986,car,2,4414,PC40BD0F3,1128 Fri Aug 13,06:21:38 2021 785598
1129,Mon Aug 16 21:06:48 2021,4572039,van,2,4759,PC4A6C6D9,1129 Mon Aug 16,21:06:48 2021 457203
1130,Sun Aug  8 21:20:56 2021,2813869,car,2,4308,PC94E7A96,1130 Sun Aug  8,21:20:56 2021 281386
1131,Sun Aug 22 15:51:51 2021,7513363,car,2,4041,PCB566359,1131 Sun Aug 22,15:51:51 2021 751336
1132,Mon Aug  2 19:00:20 2021,317032,car,2,4715,PCFA0E4C0,1132 Mon Aug  2,19:00:20 2021 317032
1133,Fri Aug 13 00:37:32 2021,4787356,truck,4,4546,PCEF3EBBC,1133 Fri Aug 13,00:37:32 2021 478735
1134,Thu Aug 19 05:25:30 2021,4364690,car,2,4452,PC8C7C5D7,1134 Thu Aug 19,05:25:30 2021 436469
1135,Thu Aug 19 04:25:51 2021,8706960,truck,4,4425,PC41B834E,1135 Thu Aug 19,04:25:51 2021 870696
1136,Sat Aug 14 17:23:58 2021,4899216,van,2,4571,PC2308E9E,1136 Sat Aug 14,17:23:58 2021 489921
1137,Sun Aug  8 03:32:47 2021,7708170,car,2,4131,PC4C9B108,1137 Sun Aug  8,03:32:47 2021 770817
1138,Mon Aug 16 10:08:36 2021,8185432,car,2,4286,PC12BE494,1138 Mon Aug 16,10:08:36 2021 818543
1139,Mon Aug  9 22:01:40 2021,5760290,truck,4,4270,PC8F72158,1139 Mon Aug  9,22:01:40 2021 576029
1140,Wed Aug 18 20:53:08 2021,1945635,truck,4,4305,PCF4DA5CE,1140 Wed Aug 18,20:53:08 2021 194563
1141,Thu Aug 12 22:09:58 2021,7929326,car,2,4992,PCFF0FEB0,1141 Thu Aug 12,22:09:58 2021 792932
1142,Thu Jul 29 21:47:12 2021,7111496,truck,4,4154,PC2C2EF9E,1142 Thu Jul 29,21:47:12 2021 711149
1143,Mon Aug 16 18:15:47 2021,4956695,car,2,4143,PC5F47DCF,1143 Mon Aug 16,18:15:47 2021 495669
1144,Thu Aug  5 17:37:44 2021,8167397,van,2,4641,PCAA9F518,1144 Thu Aug  5,17:37:44 2021 816739
1145,Tue Aug 17 06:43:51 2021,4548098,truck,4,4177,PC9194382,1145 Tue Aug 17,06:43:51 2021 454809
1146,Sat Aug  7 14:27:48 2021,494801,truck,4,4192,PC74F6341,1146 Sat Aug  7,14:27:48 2021 494801
1147,Tue Aug  3 07:28:31 2021,1974167,car,2,4619,PC2EFBBE0,1147 Tue Aug  3,07:28:31 2021 197416
1148,Wed Aug 11 20:05:55 2021,8150755,car,2,4114,PC4CD2B81,1148 Wed Aug 11,20:05:55 2021 815075
1149,Sat Jul 31 03:03:00 2021,4949188,van,2,4586,PC4A40D50,1149 Sat Jul 31,03:03:00 2021 494918
1150,Wed Aug 18 22:48:57 2021,3327118,car,2,4473,PC51FDD60,1150 Wed Aug 18,22:48:57 2021 332711
1151,Sun Aug  1 05:04:08 2021,1763039,car,2,4924,PCE3427C5,1151 Sun Aug  1,05:04:08 2021 176303
1152,Sat Aug  7 03:45:59 2021,1957251,van,2,4534,PCAD9E1F9,1152 Sat Aug  7,03:45:59 2021 195725
1153,Thu Aug  5 01:56:35 2021,6796843,truck,4,4219,PC40E6113,1153 Thu Aug  5,01:56:35 2021 679684
1154,Sun Aug 15 21:27:15 2021,6857822,car,2,4574,PCC1F6F13,1154 Sun Aug 15,21:27:15 2021 685782
1155,Wed Aug  4 01:53:57 2021,2123282,car,2,4282,PCCE002E5,1155 Wed Aug  4,01:53:57 2021 212328
1156,Tue Aug 17 04:55:07 2021,5422200,car,2,4045,PCE952492,1156 Tue Aug 17,04:55:07 2021 542220
1157,Fri Aug  6 13:31:01 2021,43451,car,2,4135,PCC943ECD,1157 Fri Aug  6,13:31:01 2021 43451
1158,Tue Aug  3 01:25:09 2021,8915567,truck,4,4189,PC7655FC1,1158 Tue Aug  3,01:25:09 2021 891556
1159,Fri Aug 20 14:28:39 2021,1596592,truck,4,4246,PC95F5F6B,1159 Fri Aug 20,14:28:39 2021 159659
1160,Wed Aug  4 06:20:44 2021,238800,van,2,4067,PC1CCD955,1160 Wed Aug  4,06:20:44 2021 238800
1161,Sat Aug  7 07:58:17 2021,8944988,car,2,4799,PCC3A370A,1161 Sat Aug  7,07:58:17 2021 894498
1162,Fri Jul 30 11:20:25 2021,5580702,car,2,4086,PC23E470D,1162 Fri Jul 30,11:20:25 2021 558070
1163,Fri Aug 13 17:15:34 2021,1134752,van,2,4770,PC9082A17,1163 Fri Aug 13,17:15:34 2021 113475
1164,Thu Aug 12 16:39:09 2021,9056120,car,2,4126,PC74CE451,1164 Thu Aug 12,16:39:09 2021 905612
1165,Fri Aug 20 13:13:44 2021,2035182,van,2,4776,PC6906524,1165 Fri Aug 20,13:13:44 2021 203518
1166,Wed Aug 18 10:33:02 2021,908716,truck,4,4501,PC5D41947,1166 Wed Aug 18,10:33:02 2021 908716
1167,Mon Aug  2 08:56:30 2021,9246548,van,2,4747,PC5E524A1,1167 Mon Aug  2,08:56:30 2021 924654
1168,Fri Jul 30 05:58:42 2021,5253540,truck,4,4200,PCBA86754,1168 Fri Jul 30,05:58:42 2021 525354
1169,Sun Aug  1 00:59:43 2021,7235655,truck,4,4788,PC00AE965,1169 Sun Aug  1,00:59:43 2021 723565
1170,Fri Aug 13 14:44:41 2021,1244322,truck,4,4830,PC12EEFE0,1170 Fri Aug 13,14:44:41 2021 124432
1171,Sat Aug 14 08:48:26 2021,2579754,car,2,4090,PC1EE951B,1171 Sat Aug 14,08:48:26 2021 257975
1172,Mon Aug 16 18:09:33 2021,5815803,van,2,4122,PC8ED616E,1172 Mon Aug 16,18:09:33 2021 581580
1173,Sat Aug 14 08:49:48 2021,7081610,truck,4,4941,PCA6403C1,1173 Sat Aug 14,08:49:48 2021 708161
1174,Sat Jul 31 02:34:21 2021,9404176,car,2,4417,PC208F9BB,1174 Sat Jul 31,02:34:21 2021 940417
1175,Tue Aug  3 23:16:53 2021,4691120,truck,4,4567,PC2C5C1F3,1175 Tue Aug  3,23:16:53 2021 469112
1176,Thu Aug  5 10:29:06 2021,272210,car,2,4968,PC251D4C1,1176 Thu Aug  5,10:29:06 2021 272210
1177,Thu Aug 19 05:46:19 2021,5593523,truck,4,4157,PC7305E43,1177 Thu Aug 19,05:46:19 2021 559352
1178,Fri Jul 30 19:44:09 2021,7851360,car,2,4119,PC9EBEDB5,1178 Fri Jul 30,19:44:09 2021 785136
1179,Mon Aug  9 05:27:36 2021,6394082,car,2,4452,PC8C7C5D7,1179 Mon Aug  9,05:27:36 2021 639408
1180,Sat Aug 14 06:52:10 2021,5348872,car,2,4799,PCC3A370A,1180 Sat Aug 14,06:52:10 2021 534887
1181,Sun Aug  8 01:57:43 2021,1158796,car,2,4754,PC99AE725,1181 Sun Aug  8,01:57:43 2021 115879
1182,Fri Jul 30 03:39:52 2021,6438470,car,2,4310,PCC08F8BB,1182 Fri Jul 30,03:39:52 2021 643847
1183,Sat Aug  7 07:21:06 2021,9551891,truck,4,4086,PC23E470D,1183 Sat Aug  7,07:21:06 2021 955189
1184,Fri Jul 30 18:08:07 2021,5991590,car,2,4454,PC94C0945,1184 Fri Jul 30,18:08:07 2021 599159
1185,Fri Aug  6 03:35:18 2021,4948208,car,2,4602,PC0D3474E,1185 Fri Aug  6,03:35:18 2021 494820
1186,Thu Aug  5 05:20:38 2021,647473,car,2,4367,PC8D90EF0,1186 Thu Aug  5,05:20:38 2021 647473
1187,Tue Aug  3 23:02:51 2021,282728,car,2,4745,PC6397888,1187 Tue Aug  3,23:02:51 2021 282728
1188,Thu Aug 19 23:30:32 2021,5617797,car,2,4078,PC8473A64,1188 Thu Aug 19,23:30:32 2021 561779
1189,Wed Aug  4 15:55:09 2021,5130212,truck,4,4914,PC2F353E1,1189 Wed Aug  4,15:55:09 2021 513021
1190,Thu Aug  5 12:10:09 2021,9214172,truck,4,4068,PC55432DA,1190 Thu Aug  5,12:10:09 2021 921417
1191,Fri Aug 13 07:29:35 2021,3577879,car,2,4924,PCE3427C5,1191 Fri Aug 13,07:29:35 2021 357787
1192,Wed Aug 18 16:37:10 2021,533972,truck,4,4028,PCE75C5C8,1192 Wed Aug 18,16:37:10 2021 533972
1193,Mon Aug  9 03:44:22 2021,2701086,van,2,4905,PCE1EA438,1193 Mon Aug  9,03:44:22 2021 270108
1194,Thu Aug 12 20:24:16 2021,1451394,truck,4,4094,PC53A52CB,1194 Thu Aug 12,20:24:16 2021 145139
1195,Sat Aug  7 02:07:44 2021,2115064,car,2,4737,PCED7EAFE,1195 Sat Aug  7,02:07:44 2021 211506
1196,Sun Aug  8 16:13:49 2021,7080650,car,2,4922,PC785D63F,1196 Sun Aug  8,16:13:49 2021 708065
1197,Wed Aug 11 12:47:31 2021,5315040,truck,4,4377,PC4AC8EAD,1197 Wed Aug 11,12:47:31 2021 531504
1198,Wed Aug  4 09:58:41 2021,774206,car,2,4751,PCD33B3C9,1198 Wed Aug  4,09:58:41 2021 774206
1199,Sat Aug 14 21:34:04 2021,5251937,car,2,4724,PC3DE08BF,1199 Sat Aug 14,21:34:04 2021 525193
1200,Mon Aug 16 18:21:57 2021,3527462,car,2,4451,PCF95BF53,1200 Mon Aug 16,18:21:57 2021 352746
1201,Fri Aug 20 04:46:32 2021,3915562,truck,4,4788,PC00AE965,1201 Fri Aug 20,04:46:32 2021 391556
1202,Thu Aug 19 18:34:04 2021,1787440,car,2,4999,PCE976BA1,1202 Thu Aug 19,18:34:04 2021 178744
1203,Sat Aug 14 22:43:37 2021,6000059,truck,4,4580,PC48664B7,1203 Sat Aug 14,22:43:37 2021 600005
1204,Sun Aug 15 15:17:40 2021,6488906,truck,4,4737,PCED7EAFE,1204 Sun Aug 15,15:17:40 2021 648890
1205,Mon Aug  9 17:42:28 2021,4199888,car,2,4109,PC7057B6A,1205 Mon Aug  9,17:42:28 2021 419988
1206,Fri Aug 20 08:00:48 2021,4478840,van,2,4334,PCCB383F8,1206 Fri Aug 20,08:00:48 2021 447884
1207,Fri Jul 30 01:57:02 2021,2258939,car,2,4757,PC126524C,1207 Fri Jul 30,01:57:02 2021 225893
1208,Sat Aug 14 21:20:12 2021,4801042,car,2,4430,PC52EA95D,1208 Sat Aug 14,21:20:12 2021 480104
1209,Thu Aug 19 10:00:31 2021,9049206,car,2,4595,PC64281F6,1209 Thu Aug 19,10:00:31 2021 904920
1210,Sat Jul 31 03:47:45 2021,5186136,truck,4,4654,PCBA5D8AB,1210 Sat Jul 31,03:47:45 2021 518613
1211,Sat Jul 31 05:58:13 2021,7895196,truck,4,4690,PC45CC19A,1211 Sat Jul 31,05:58:13 2021 789519
1212,Tue Aug 17 20:59:55 2021,519861,car,2,4618,PC8F4AF85,1212 Tue Aug 17,20:59:55 2021 519861
1213,Sun Aug 22 14:31:48 2021,1612135,car,2,4902,PC425C6EC,1213 Sun Aug 22,14:31:48 2021 161213
1214,Thu Aug 19 16:21:13 2021,66070,truck,4,4189,PC7655FC1,1214 Thu Aug 19,16:21:13 2021 66070
1215,Tue Aug  3 14:15:30 2021,1824791,car,2,4268,PC6CC51DA,1215 Tue Aug  3,14:15:30 2021 182479
1216,Sat Aug  7 22:45:18 2021,9968192,car,2,4930,PC22F748B,1216 Sat Aug  7,22:45:18 2021 996819
1217,Tue Aug 10 16:42:23 2021,4576199,van,2,4330,PCBD023A3,1217 Tue Aug 10,16:42:23 2021 457619
1218,Thu Aug 12 17:43:42 2021,7512362,car,2,4562,PC4C95CA2,1218 Thu Aug 12,17:43:42 2021 751236
1219,Fri Aug  6 09:22:14 2021,8494664,van,2,4177,PC9194382,1219 Fri Aug  6,09:22:14 2021 849466
1220,Sun Aug  8 09:17:03 2021,4014284,truck,4,4777,PCB1132AC,1220 Sun Aug  8,09:17:03 2021 401428
1221,Sat Aug 21 17:38:58 2021,2800193,truck,4,4706,PCD8D5094,1221 Sat Aug 21,17:38:58 2021 280019
1222,Wed Aug  4 19:37:13 2021,1767737,car,2,4003,PC83F544D,1222 Wed Aug  4,19:37:13 2021 176773
1223,Sun Aug  8 10:10:00 2021,3318987,truck,4,4942,PCD51A740,1223 Sun Aug  8,10:10:00 2021 331898
1224,Wed Aug 18 18:25:01 2021,1968422,van,2,4434,PCA491459,1224 Wed Aug 18,18:25:01 2021 196842
1225,Tue Aug  3 19:23:27 2021,2667063,car,2,4676,PC9798721,1225 Tue Aug  3,19:23:27 2021 266706
1226,Mon Aug  2 05:46:22 2021,4836341,car,2,4584,PC1085B78,1226 Mon Aug  2,05:46:22 2021 483634
1227,Sat Jul 31 19:52:52 2021,8589978,car,2,4145,PC5FBE4B8,1227 Sat Jul 31,19:52:52 2021 858997
1228,Fri Aug  6 20:58:43 2021,9866540,car,2,4877,PC155D90A,1228 Fri Aug  6,20:58:43 2021 986654
1229,Mon Aug  9 21:37:14 2021,1036367,truck,4,4653,PC1CE4935,1229 Mon Aug  9,21:37:14 2021 103636
1230,Fri Jul 30 02:11:37 2021,7919663,car,2,4320,PC40C93B0,1230 Fri Jul 30,02:11:37 2021 791966
1231,Wed Aug  4 20:01:01 2021,7169927,car,2,4652,PC74A3585,1231 Wed Aug  4,20:01:01 2021 716992
1232,Fri Aug  6 14:20:42 2021,8729449,truck,4,4892,PC7AA5B2F,1232 Fri Aug  6,14:20:42 2021 872944
1233,Thu Jul 29 16:51:18 2021,537047,car,2,4381,PC9DD9DCD,1233 Thu Jul 29,16:51:18 2021 537047
1234,Sun Aug 22 09:23:43 2021,5140704,car,2,4283,PC953B572,1234 Sun Aug 22,09:23:43 2021 514070
1235,Sun Aug 22 11:51:04 2021,1557166,car,2,4475,PCCC0D001,1235 Sun Aug 22,11:51:04 2021 155716
1236,Sat Aug 21 15:56:16 2021,24788,car,2,4548,PC4486317,1236 Sat Aug 21,15:56:16 2021 24788
1237,Thu Jul 29 12:47:40 2021,6490383,car,2,4226,PCDC5C9E2,1237 Thu Jul 29,12:47:40 2021 649038
1238,Tue Aug 17 02:11:34 2021,7620919,truck,4,4114,PC4CD2B81,1238 Tue Aug 17,02:11:34 2021 762091
1239,Sun Aug  8 21:07:14 2021,1739602,car,2,4657,PCC591410,1239 Sun Aug  8,21:07:14 2021 173960
1240,Wed Aug 18 19:52:35 2021,6582414,car,2,4772,PC7368097,1240 Wed Aug 18,19:52:35 2021 658241
1241,Sun Aug 15 11:59:56 2021,7269886,car,2,4348,PCD66314D,1241 Sun Aug 15,11:59:56 2021 726988
1242,Tue Aug  3 03:46:50 2021,377093,car,2,4057,PC4B0DCD2,1242 Tue Aug  3,03:46:50 2021 377093
1243,Fri Aug  6 22:04:19 2021,3914663,truck,4,4874,PC9F481D4,1243 Fri Aug  6,22:04:19 2021 391466
1244,Sun Aug  1 19:38:18 2021,278357,car,2,4325,PC8FC83B3,1244 Sun Aug  1,19:38:18 2021 278357
1245,Sat Aug 14 23:04:50 2021,4663158,car,2,4140,PC5D4821F,1245 Sat Aug 14,23:04:50 2021 466315
1246,Tue Aug 17 15:55:54 2021,4004280,car,2,4666,PCE8CBA37,1246 Tue Aug 17,15:55:54 2021 400428
1247,Sat Aug 14 00:31:14 2021,7029796,car,2,4989,PC7D7AE48,1247 Sat Aug 14,00:31:14 2021 702979
1248,Mon Aug 16 08:15:36 2021,1867962,car,2,4317,PC0DC6CAB,1248 Mon Aug 16,08:15:36 2021 186796
1249,Tue Aug  3 02:49:13 2021,5991686,car,2,4843,PC400DFFE,1249 Tue Aug  3,02:49:13 2021 599168
1250,Wed Aug 18 05:57:05 2021,5950731,car,2,4462,PCE29AA1A,1250 Wed Aug 18,05:57:05 2021 595073
1251,Tue Aug 10 20:05:50 2021,538599,truck,4,4769,PC10C50DC,1251 Tue Aug 10,20:05:50 2021 538599
1252,Thu Aug  5 08:11:14 2021,1236763,truck,4,4900,PCFE8B604,1252 Thu Aug  5,08:11:14 2021 123676
1253,Wed Aug 11 17:40:42 2021,5782054,van,2,4902,PC425C6EC,1253 Wed Aug 11,17:40:42 2021 578205
1254,Wed Aug  4 18:35:49 2021,5603090,car,2,4177,PC9194382,1254 Wed Aug  4,18:35:49 2021 560309
1255,Sat Aug 14 19:52:04 2021,9149240,van,2,4656,PC63844BC,1255 Sat Aug 14,19:52:04 2021 914924
1256,Fri Jul 30 05:47:44 2021,5614090,car,2,4268,PC6CC51DA,1256 Fri Jul 30,05:47:44 2021 561409
1257,Tue Aug 10 04:37:11 2021,2540055,car,2,4548,PC4486317,1257 Tue Aug 10,04:37:11 2021 254005
1258,Tue Aug  3 17:51:34 2021,3897475,truck,4,4175,PC08EA270,1258 Tue Aug  3,17:51:34 2021 389747
1259,Fri Jul 30 23:38:10 2021,6086101,van,2,4690,PC45CC19A,1259 Fri Jul 30,23:38:10 2021 608610
1260,Thu Aug 19 06:45:13 2021,7114964,car,2,4000,PC69C7DF3,1260 Thu Aug 19,06:45:13 2021 711496
1261,Fri Aug  6 15:38:16 2021,8448126,van,2,4907,PCCEEF65A,1261 Fri Aug  6,15:38:16 2021 844812
1262,Sun Aug 22 08:27:33 2021,1716365,car,2,4756,PC8AEC6E8,1262 Sun Aug 22,08:27:33 2021 171636
1263,Sat Aug 21 12:35:00 2021,7244235,truck,4,4188,PCDB12C82,1263 Sat Aug 21,12:35:00 2021 724423
1264,Sat Jul 31 17:12:23 2021,2473100,van,2,4200,PCBA86754,1264 Sat Jul 31,17:12:23 2021 247310
1265,Fri Aug 13 05:42:02 2021,2288753,car,2,4055,PCA06B2F1,1265 Fri Aug 13,05:42:02 2021 228875
1266,Mon Aug 16 23:23:51 2021,4020376,car,2,4372,PC1E0F3B6,1266 Mon Aug 16,23:23:51 2021 402037
1267,Fri Aug 13 15:08:31 2021,6581973,van,2,4802,PCBDD55F1,1267 Fri Aug 13,15:08:31 2021 658197
1268,Mon Aug  9 09:06:46 2021,5663851,truck,4,4065,PC3B514E2,1268 Mon Aug  9,09:06:46 2021 566385
1269,Tue Aug 17 11:03:26 2021,9308808,truck,4,4613,PCEBBFFB5,1269 Tue Aug 17,11:03:26 2021 930880
1270,Sun Aug  8 11:02:19 2021,6775483,truck,4,4694,PCBCF42C2,1270 Sun Aug  8,11:02:19 2021 677548
1271,Sun Aug 15 06:23:36 2021,5170181,car,2,4615,PC1ECBA39,1271 Sun Aug 15,06:23:36 2021 517018
1272,Mon Aug 16 23:16:26 2021,4351033,van,2,4089,PC3CCA187,1272 Mon Aug 16,23:16:26 2021 435103
1273,Thu Aug  5 04:38:47 2021,1377308,car,2,4428,PCB616FAD,1273 Thu Aug  5,04:38:47 2021 137730
1274,Fri Aug  6 21:08:36 2021,5061337,truck,4,4729,PC5170BF4,1274 Fri Aug  6,21:08:36 2021 506133
1275,Fri Aug 20 18:36:52 2021,6961654,car,2,4662,PCB2463CF,1275 Fri Aug 20,18:36:52 2021 696165
1276,Fri Aug  6 21:34:58 2021,4404364,car,2,4302,PCBA83119,1276 Fri Aug  6,21:34:58 2021 440436
1277,Tue Aug  3 16:05:51 2021,81230,car,2,4122,PC8ED616E,1277 Tue Aug  3,16:05:51 2021 81230
1278,Mon Aug  2 11:04:42 2021,6993501,car,2,4737,PCED7EAFE,1278 Mon Aug  2,11:04:42 2021 699350
1279,Thu Aug 12 04:28:23 2021,9311011,truck,4,4565,PC388BB83,1279 Thu Aug 12,04:28:23 2021 931101
1280,Sun Aug 22 16:17:06 2021,5787569,car,2,4852,PC68969FB,1280 Sun Aug 22,16:17:06 2021 578756
1281,Tue Aug  3 08:29:39 2021,2164161,car,2,4776,PC6906524,1281 Tue Aug  3,08:29:39 2021 216416
1282,Mon Aug  2 19:22:04 2021,6071867,van,2,4168,PCBC064F8,1282 Mon Aug  2,19:22:04 2021 607186
1283,Mon Aug  9 21:27:44 2021,1517958,car,2,4282,PCCE002E5,1283 Mon Aug  9,21:27:44 2021 151795
1284,Wed Aug  4 04:48:01 2021,1928477,car,2,4239,PCA185B1A,1284 Wed Aug  4,04:48:01 2021 192847
1285,Mon Aug  9 08:59:06 2021,4492318,car,2,4705,PC174C464,1285 Mon Aug  9,08:59:06 2021 449231
1286,Mon Aug 16 03:43:49 2021,4079309,van,2,4832,PC34ECAB5,1286 Mon Aug 16,03:43:49 2021 407930
1287,Sat Aug  7 07:15:33 2021,5303224,car,2,4486,PC3AF69A3,1287 Sat Aug  7,07:15:33 2021 530322
1288,Fri Aug  6 18:21:25 2021,7794336,car,2,4575,PC84D9FC1,1288 Fri Aug  6,18:21:25 2021 779433
1289,Sun Aug 15 00:12:03 2021,4001810,car,2,4307,PC87D90FE,1289 Sun Aug 15,00:12:03 2021 400181
1290,Wed Aug  4 00:46:39 2021,3274052,car,2,4246,PC95F5F6B,1290 Wed Aug  4,00:46:39 2021 327405
1291,Fri Jul 30 05:07:05 2021,7292341,car,2,4836,PCE78024A,1291 Fri Jul 30,05:07:05 2021 729234
1292,Fri Aug  6 15:24:49 2021,4992546,truck,4,4697,PCFDB2BA6,1292 Fri Aug  6,15:24:49 2021 499254
1293,Sun Aug 22 16:29:04 2021,1285993,car,2,4206,PCAC34A40,1293 Sun Aug 22,16:29:04 2021 128599
1294,Fri Jul 30 01:57:57 2021,3756624,car,2,4589,PC1477DC9,1294 Fri Jul 30,01:57:57 2021 375662
1295,Sun Aug 22 02:15:40 2021,7800211,car,2,4426,PCC0E943C,1295 Sun Aug 22,02:15:40 2021 780021
1296,Wed Aug  4 08:40:07 2021,7303824,van,2,4829,PCEC030F2,1296 Wed Aug  4,08:40:07 2021 730382
1297,Fri Jul 30 01:37:39 2021,7681906,car,2,4751,PCD33B3C9,1297 Fri Jul 30,01:37:39 2021 768190
1298,Thu Aug 12 23:38:07 2021,2735881,truck,4,4946,PCCF18BAF,1298 Thu Aug 12,23:38:07 2021 273588
1299,Sat Aug 21 06:00:26 2021,7775003,car,2,4397,PCB070250,1299 Sat Aug 21,06:00:26 2021 777500
1300,Mon Aug  2 17:42:01 2021,1384315,car,2,4407,PC7FEC2CE,1300 Mon Aug  2,17:42:01 2021 138431
1301,Sun Aug 15 12:01:25 2021,8930712,truck,4,4421,PCED2DB6F,1301 Sun Aug 15,12:01:25 2021 893071
1302,Fri Aug 20 14:54:53 2021,2282633,car,2,4963,PC704EF75,1302 Fri Aug 20,14:54:53 2021 228263
1303,Sat Jul 31 17:12:11 2021,2007749,truck,4,4375,PCAE085FE,1303 Sat Jul 31,17:12:11 2021 200774
1304,Mon Aug 16 10:00:49 2021,3795894,van,2,4432,PC4CBEFF5,1304 Mon Aug 16,10:00:49 2021 379589
1305,Sun Aug 15 16:26:30 2021,6965150,car,2,4076,PC47B8825,1305 Sun Aug 15,16:26:30 2021 696515
